模型,样本索引,真实标签,预测标签,预测概率
BalancedBagging,580,0,0,0.38860663612013746
BalancedBagging,581,0,1,0.5043698031558282
BalancedBagging,582,0,0,0.2951799952459291
BalancedBagging,583,0,0,0.35686241427274107
BalancedBagging,584,0,0,0.3248279461289444
BalancedBagging,585,0,0,0.4583223439460882
BalancedBagging,586,0,1,0.6144549214219118
BalancedBagging,587,0,0,0.45528686629075193
BalancedBagging,588,0,0,0.42859347388768165
BalancedBagging,589,0,1,0.5814654263259359
BalancedBagging,590,0,0,0.3593662781787018
BalancedBagging,591,0,0,0.35996563074214144
BalancedBagging,592,0,1,0.5084245350647376
BalancedBagging,593,0,1,0.5192775414734889
BalancedBagging,594,0,1,0.5348100614243455
BalancedBagging,595,0,0,0.25484781601064843
BalancedBagging,596,0,0,0.45875216590715906
BalancedBagging,597,0,0,0.3275452981828274
BalancedBagging,598,0,1,0.5562924325487266
BalancedBagging,599,0,0,0.3340476985262709
BalancedBagging,600,0,1,0.5805035826839605
BalancedBagging,601,0,0,0.41584573475085945
BalancedBagging,602,0,0,0.47542316909842713
BalancedBagging,603,0,1,0.5895350077860627
BalancedBagging,604,0,1,0.5412227309001296
BalancedBagging,605,0,0,0.26788005845556345
BalancedBagging,606,0,0,0.4931589839765759
BalancedBagging,607,0,1,0.5406249122918331
BalancedBagging,608,0,0,0.49251790536252693
BalancedBagging,609,0,0,0.4544718634002114
BalancedBagging,610,0,1,0.5780516454758279
BalancedBagging,611,0,0,0.38992693427243735
BalancedBagging,612,0,0,0.4987116308071991
BalancedBagging,613,0,0,0.2954965551830477
BalancedBagging,614,0,0,0.4716919769497138
BalancedBagging,615,0,0,0.43400956995645373
BalancedBagging,616,0,0,0.2723556816875259
BalancedBagging,617,0,1,0.5763626059053982
BalancedBagging,618,0,1,0.5662261582493244
BalancedBagging,619,0,0,0.30582372643850503
BalancedBagging,620,0,0,0.4090761641997824
BalancedBagging,621,1,0,0.4034768779502169
BalancedBagging,622,0,0,0.3348862576110988
BalancedBagging,623,0,0,0.30083716425215334
BalancedBagging,624,0,0,0.46731486763902963
BalancedBagging,625,0,0,0.35650873962086427
BalancedBagging,626,0,0,0.31696849106806474
BalancedBagging,627,0,0,0.455368612190998
BalancedBagging,628,0,1,0.5815965651038101
BalancedBagging,629,0,1,0.7015239035382855
BalancedBagging,630,0,0,0.3805600942570598
BalancedBagging,631,0,1,0.6393949887742703
BalancedBagging,632,1,1,0.5793429514382007
BalancedBagging,633,0,1,0.6812592632572564
BalancedBagging,634,0,0,0.29100540035835387
BalancedBagging,635,0,1,0.5325599367166435
BalancedBagging,636,0,0,0.49761233085543277
BalancedBagging,637,1,0,0.4447925482352963
BalancedBagging,638,0,1,0.5046076708559579
BalancedBagging,639,0,1,0.5150321578127275
BalancedBagging,640,0,0,0.2905759152891243
BalancedBagging,641,0,0,0.44216671909936545
BalancedBagging,642,0,0,0.42082147519582036
BalancedBagging,643,0,0,0.32177704116044253
BalancedBagging,644,0,0,0.4731582221099723
BalancedBagging,645,0,0,0.2806475721041792
BalancedBagging,646,1,0,0.4418423671857443
BalancedBagging,647,0,0,0.4138295427986508
BalancedBagging,648,0,0,0.3544168693586045
BalancedBagging,649,0,1,0.5430990649883506
BalancedBagging,650,0,1,0.6310476713227203
BalancedBagging,651,0,0,0.4664175725686171
BalancedBagging,652,0,1,0.6882921333499614
BalancedBagging,653,0,0,0.452427118475914
BalancedBagging,654,0,1,0.5010230121563347
BalancedBagging,655,0,0,0.47427127630105337
BalancedBagging,656,0,0,0.3906802289781446
BalancedBagging,657,0,0,0.4046142354349491
BalancedBagging,658,0,0,0.38927616315085173
BalancedBagging,659,0,0,0.3533438866752983
BalancedBagging,660,0,0,0.3809731605951993
BalancedBagging,661,0,1,0.5594375985154589
BalancedBagging,662,1,1,0.5562309749887775
BalancedBagging,663,0,1,0.6306458347204892
BalancedBagging,664,0,0,0.22394198587142206
BalancedBagging,665,0,0,0.48280456089573415
BalancedBagging,666,1,0,0.491830388730001
BalancedBagging,667,0,0,0.46809566510617406
BalancedBagging,668,0,1,0.5264364942233236
BalancedBagging,669,0,0,0.3320831941942323
BalancedBagging,670,0,0,0.29211360109298035
BalancedBagging,671,0,0,0.38350871456739555
BalancedBagging,672,0,0,0.4543681990656116
BalancedBagging,673,1,0,0.34450177715982006
BalancedBagging,674,0,0,0.3758962754460222
BalancedBagging,675,1,1,0.5070185820894978
BalancedBagging,676,0,0,0.41612313772956283
BalancedBagging,677,0,0,0.32670867171636564
BalancedBagging,678,1,0,0.32007279193416205
BalancedBagging,679,0,0,0.3402363531516917
BalancedBagging,680,0,0,0.3996598928562807
BalancedBagging,681,0,0,0.3709954699330646
BalancedBagging,682,0,1,0.631283332508616
BalancedBagging,683,0,0,0.33928715611109506
BalancedBagging,684,0,0,0.3868310594859081
BalancedBagging,685,0,0,0.4671249575385674
BalancedBagging,686,0,0,0.4698065484476597
BalancedBagging,687,0,0,0.31658514692961326
BalancedBagging,688,0,0,0.450189776182216
BalancedBagging,689,1,1,0.5760590066647047
BalancedBagging,690,0,0,0.27643331068182214
BalancedBagging,691,0,1,0.6886665305357242
BalancedBagging,692,0,1,0.5434172857138201
BalancedBagging,693,0,0,0.30050773632650907
BalancedBagging,694,0,1,0.5885353482002098
BalancedBagging,695,0,0,0.4798351175379587
BalancedBagging,696,0,1,0.6103722146097805
BalancedBagging,697,0,0,0.43253387459876363
BalancedBagging,698,0,0,0.3749386983509981
BalancedBagging,699,0,0,0.3758675615259434
BalancedBagging,700,0,0,0.3610839282803548
BalancedBagging,701,0,1,0.5129970221907848
BalancedBagging,702,0,0,0.34744317908771416
BalancedBagging,703,0,0,0.42210901452382665
BalancedBagging,704,0,0,0.37837225627495646
BalancedBagging,705,0,0,0.3495727378321319
BalancedBagging,706,0,0,0.42454389052484987
BalancedBagging,707,0,0,0.42133351331791524
BalancedBagging,708,0,1,0.5317245682592264
BalancedBagging,709,0,0,0.36352603178569437
BalancedBagging,710,0,1,0.6536582893764887
BalancedBagging,711,0,0,0.40497360636990953
BalancedBagging,712,0,1,0.5664443506595505
BalancedBagging,713,0,0,0.4526322247975758
BalancedBagging,714,0,0,0.28465828683015
BalancedBagging,715,0,0,0.33655807035599133
BalancedBagging,716,0,0,0.3176059242652453
BalancedBagging,717,1,0,0.42026391228010895
BalancedBagging,718,0,0,0.2620851109172291
BalancedBagging,719,0,0,0.4110667867225857
BalancedBagging,720,0,0,0.2674291559528473
BalancedBagging,721,0,0,0.28834058060452217
BalancedBagging,722,1,1,0.5894167770076151
BalancedBagging,723,1,0,0.3406363391558206
BalancedBagging,724,0,0,0.42711311537102925
BalancedBagging,725,0,1,0.5164925563067673
BalancedBagging,726,1,0,0.3030902413436187
BalancedBagging,727,0,1,0.6253407770942634
BalancedBagging,728,0,0,0.3924333090379861
BalancedBagging,729,0,0,0.22432703072664115
BalancedBagging,730,0,0,0.42303247689178347
BalancedBagging,731,0,0,0.3126793706065592
BalancedBagging,732,1,0,0.4140452511708063
BalancedBagging,733,0,0,0.36501884508181554
BalancedBagging,734,0,0,0.40707433454616754
BalancedBagging,735,0,0,0.4834538435093582
BalancedBagging,736,1,0,0.2724895822250991
BalancedBagging,737,0,0,0.2790616720954738
BalancedBagging,738,1,0,0.331074779501875
BalancedBagging,739,0,0,0.36921116155193645
BalancedBagging,740,0,1,0.5021635932228568
BalancedBagging,741,0,0,0.3122488113958642
BalancedBagging,742,0,0,0.22405209047644978
BalancedBagging,743,0,0,0.48628605124307894
BalancedBagging,744,0,0,0.31402107308453114
BalancedBagging,745,0,0,0.2944120717595217
BalancedBagging,746,0,0,0.4443095924003982
BalancedBagging,747,0,0,0.3604583982312481
BalancedBagging,748,0,1,0.5170173409415216
BalancedBagging,749,0,0,0.32518003779349114
BalancedBagging,750,0,0,0.2856443264609308
BalancedBagging,751,0,0,0.4517461084220975
BalancedBagging,752,0,1,0.5060288411890964
BalancedBagging,753,0,0,0.48188955706514663
BalancedBagging,754,0,0,0.37256344754265525
BalancedBagging,755,0,1,0.5759366368252762
BalancedBagging,756,0,0,0.47793270308678104
BalancedBagging,757,0,0,0.4156888819455631
BalancedBagging,758,0,0,0.39254448479647047
BalancedBagging,759,0,0,0.19479040601481362
BalancedBagging,760,0,0,0.4787268971862871
BalancedBagging,761,0,0,0.42168046527889336
BalancedBagging,762,0,1,0.620592313455117
BalancedBagging,763,1,1,0.5025940451026322
BalancedBagging,764,0,0,0.457186449367115
BalancedBagging,765,1,1,0.6002300978118602
BalancedBagging,766,0,0,0.3048194596567809
BalancedBagging,767,1,0,0.3777322765995958
BalancedBagging,768,0,0,0.49217247317598944
BalancedBagging,769,0,0,0.384035137352492
BalancedBagging,770,0,1,0.661450176544805
BalancedBagging,771,0,1,0.6219525474486105
BalancedBagging,772,0,1,0.6459427375550993
BalancedBagging,773,0,0,0.4919216579166553
BalancedBagging,774,0,0,0.42039924979463145
BalancedBagging,775,0,0,0.4485742458145578
BalancedBagging,776,0,0,0.346978025120381
BalancedBagging,777,0,0,0.3680134915274924
BalancedBagging,778,0,0,0.4789216333057357
BalancedBagging,779,0,0,0.42911197950923
BalancedBagging,780,0,0,0.38509563145781817
BalancedBagging,781,0,1,0.5541072466871136
BalancedBagging,782,0,0,0.3475919646390001
BalancedBagging,783,0,1,0.5407628943663617
BalancedBagging,784,0,0,0.4731111084423086
BalancedBagging,785,0,0,0.22055064022038157
BalancedBagging,786,0,0,0.42035786056655616
BalancedBagging,787,0,0,0.2967987798378395
BalancedBagging,788,0,1,0.5862443187975455
BalancedBagging,789,0,1,0.7000410175524853
BalancedBagging,790,1,0,0.24829964655100695
BalancedBagging,791,0,0,0.47397884051892947
BalancedBagging,792,0,0,0.2803819407341738
BalancedBagging,793,1,0,0.38324631621221983
BalancedBagging,794,0,1,0.5140278006203153
BalancedBagging,795,0,0,0.4447790940799854
BalancedBagging,796,0,0,0.40209145902246085
BalancedBagging,797,0,0,0.3490109421394438
BalancedBagging,798,0,0,0.4224130601403136
BalancedBagging,799,0,1,0.5641175843409579
BalancedBagging,800,0,0,0.3530500271636029
BalancedBagging,801,1,0,0.49172838780098405
BalancedBagging,802,1,1,0.6763626647504661
BalancedBagging,803,0,0,0.33927990464683305
BalancedBagging,804,0,0,0.423587710712205
BalancedBagging,805,1,0,0.479887493788328
BalancedBagging,806,0,0,0.363779666959959
BalancedBagging,807,0,1,0.5981635683607791
BalancedBagging,808,1,0,0.460032262405448
BalancedBagging,809,0,1,0.5306560980365286
BalancedBagging,810,0,0,0.4168269576000379
BalancedBagging,811,0,0,0.42073356831811354
BalancedBagging,812,0,1,0.6025037999063302
BalancedBagging,813,0,0,0.42141911608708965
BalancedBagging,814,0,0,0.4274887304326765
BalancedBagging,815,0,1,0.5899518523972964
BalancedBagging,816,0,0,0.4781817213519879
BalancedBagging,817,0,1,0.597353460338221
BalancedBagging,818,1,0,0.48546981955712487
BalancedBagging,819,0,0,0.3921280952478092
BalancedBagging,820,0,0,0.2617452279531943
BalancedBagging,821,0,1,0.5297077880284534
BalancedBagging,822,0,1,0.6009302636220061
BalancedBagging,823,0,0,0.48726328864390644
BalancedBagging,824,0,0,0.37995425692675083
BalancedBagging,825,0,0,0.28521275712431005
BalancedBagging,826,1,1,0.6482290859213035
BalancedBagging,827,0,0,0.2958654354087731
BalancedBagging,828,0,0,0.4093520212986773
BalancedBagging,829,0,0,0.39928956770173435
BalancedBagging,830,0,1,0.5773750794108762
BalancedBagging,831,0,1,0.5022584482466153
BalancedBagging,832,0,0,0.27210512570094947
BalancedBagging,833,0,1,0.6592950697938013
BalancedBagging,834,0,0,0.36693407534652517
BalancedBagging,835,0,0,0.469420496631262
BalancedBagging,836,0,0,0.4094173222721749
BalancedBagging,837,0,0,0.4446037444191031
BalancedBagging,838,0,0,0.4753351891082658
BalancedBagging,839,0,0,0.3052570173046041
BalancedBagging,840,0,1,0.6054059700620216
BalancedBagging,841,1,1,0.6122555477025867
BalancedBagging,842,0,1,0.5811354216864655
BalancedBagging,843,0,0,0.31430762600259693
BalancedBagging,844,0,0,0.4386515753145462
BalancedBagging,845,0,0,0.4740649425627161
BalancedBagging,846,0,0,0.3650211774302914
BalancedBagging,847,0,0,0.41906007005823076
BalancedBagging,848,0,1,0.5330891218309428
BalancedBagging,849,0,0,0.4053527364266363
BalancedBagging,850,0,0,0.3522685515866306
BalancedBagging,851,0,0,0.38951452129561626
BalancedBagging,852,1,0,0.41105754843497044
BalancedBagging,853,0,0,0.4173548062336439
BalancedBagging,854,0,0,0.37248451133680965
BalancedBagging,855,0,0,0.37362760110252247
BalancedBagging,856,0,1,0.6465418591960108
BalancedBagging,857,0,0,0.44245799000251923
BalancedBagging,858,0,0,0.4122994395057252
BalancedBagging,859,0,1,0.5169658529755438
BalancedBagging,860,0,0,0.46834738458363084
BalancedBagging,861,0,1,0.5752551862464758
BalancedBagging,862,0,0,0.37270604150321984
BalancedBagging,863,0,1,0.5974032025016428
BalancedBagging,864,1,0,0.3988037738476229
BalancedBagging,865,0,0,0.39413924465722533
BalancedBagging,866,0,0,0.2858914665040007
BalancedBagging,867,0,0,0.42328123409145774
BalancedBagging,868,0,0,0.49365078849446065
BalancedBagging,869,0,1,0.5382046640025197
BalancedBagging,870,0,1,0.5782071904726839
BalancedBagging,871,0,0,0.26926499489356814
BalancedBagging,872,0,0,0.3320923332251556
BalancedBagging,873,0,1,0.6081003078898667
BalancedBagging,874,0,0,0.43084867226612766
BalancedBagging,875,0,0,0.44425210278121474
BalancedBagging,876,0,0,0.49877385548297
BalancedBagging,877,0,0,0.3887591683055892
BalancedBagging,878,0,1,0.5799946399316843
BalancedBagging,879,0,0,0.38669172076699754
BalancedBagging,880,0,1,0.5426627792614341
BalancedBagging,881,1,0,0.3220936851354859
BalancedBagging,882,0,1,0.5267646957991406
BalancedBagging,883,1,0,0.40299802254106604
BalancedBagging,884,0,0,0.44629989962642397
BalancedBagging,885,0,0,0.4435911702372842
BalancedBagging,886,0,0,0.4574980741502996
BalancedBagging,887,0,0,0.49849175234656357
BalancedBagging,888,0,1,0.695151073897348
BalancedBagging,889,0,0,0.4813657998543857
BalancedBagging,890,0,1,0.5236224609570643
BalancedBagging,891,0,0,0.38907193732172635
BalancedBagging,892,1,1,0.6896590605613452
BalancedBagging,893,0,1,0.6844126316645781
BalancedBagging,894,0,0,0.48255232653390595
BalancedBagging,895,0,0,0.4924132457249641
BalancedBagging,896,0,0,0.4362828081251873
BalancedBagging,897,0,0,0.3023703879599229
BalancedBagging,898,0,0,0.4867904212974317
BalancedBagging,899,1,0,0.461053398366629
BalancedBagging,900,0,1,0.5145076280182177
BalancedBagging,901,0,0,0.4756990308541474
BalancedBagging,902,0,0,0.37833584543497756
BalancedBagging,903,0,0,0.3975856628583992
BalancedBagging,904,0,0,0.4455709431579822
BalancedBagging,905,0,1,0.6169400234741319
BalancedBagging,906,0,1,0.6213584395926659
BalancedBagging,907,1,0,0.3050018878240104
BalancedBagging,908,1,0,0.45431821935508787
BalancedBagging,909,0,0,0.41885095357135493
BalancedBagging,910,0,1,0.5141654398310807
BalancedBagging,911,0,0,0.3843843194194703
BalancedBagging,912,0,0,0.3407820734109569
BalancedBagging,913,0,0,0.40816861127846527
BalancedBagging,914,0,0,0.4808064679244301
BalancedBagging,915,0,1,0.5200886813962334
BalancedBagging,916,0,1,0.6221228796052979
BalancedBagging,917,0,0,0.47032271317194047
BalancedBagging,918,0,1,0.6195285256608032
BalancedBagging,919,0,0,0.2920121291845006
BalancedBagging,920,0,1,0.5618979374323555
BalancedBagging,921,0,0,0.3899808463542837
BalancedBagging,922,0,1,0.5271376623257954
BalancedBagging,923,0,0,0.40652879727329333
BalancedBagging,924,0,1,0.5767795496037225
BalancedBagging,925,0,0,0.44604639583275857
BalancedBagging,926,0,1,0.5700730124009632
BalancedBagging,927,0,0,0.40831325756436526
BalancedBagging,928,0,0,0.25344081687290354
BalancedBagging,929,0,0,0.485960600890918
BalancedBagging,930,0,0,0.39403305033782887
BalancedBagging,931,0,0,0.33665312797343444
BalancedBagging,932,0,0,0.23669753106129568
BalancedBagging,933,0,0,0.49082696431213385
BalancedBagging,934,0,1,0.5554850670324674
BalancedBagging,935,0,0,0.3105038975348579
BalancedBagging,936,0,0,0.32893468253155284
BalancedBagging,937,0,0,0.4216860171375993
BalancedBagging,938,0,1,0.7358977448155725
BalancedBagging,939,0,1,0.5293074566190104
BalancedBagging,940,0,0,0.3484156471406501
BalancedBagging,941,0,0,0.4097810032324265
BalancedBagging,942,0,0,0.4306650179509968
BalancedBagging,943,0,0,0.30324604048902537
BalancedBagging,944,0,1,0.5139839402429299
BalancedBagging,945,1,1,0.516329014036563
BalancedBagging,946,0,0,0.3870819267324607
BalancedBagging,947,0,0,0.2952323739949531
BalancedBagging,948,0,0,0.34707617826641085
BalancedBagging,949,1,0,0.3988312423820012
BalancedBagging,950,1,0,0.43876318839160144
BalancedBagging,951,0,0,0.40215180583696025
BalancedBagging,952,0,0,0.4546288158122758
BalancedBagging,953,1,0,0.2417890686496852
BalancedBagging,954,0,1,0.5957408625504321
BalancedBagging,955,0,0,0.41986718102944925
BalancedBagging,956,0,0,0.40180494225599495
BalancedBagging,957,0,0,0.4486336996987593
BalancedBagging,958,0,1,0.6089911394351571
BalancedBagging,959,0,0,0.2478762677628353
BalancedBagging,960,0,0,0.44298659511104255
BalancedBagging,961,0,0,0.30806846697192847
BalancedBagging,962,0,0,0.3313289478520483
BalancedBagging,963,0,1,0.6312431885737971
BalancedBagging,964,0,0,0.28520909183857673
BalancedBagging,965,0,0,0.3508353498607481
BalancedBagging,966,0,0,0.3862702872316492
BalancedBagging,967,0,0,0.3060036483648445
BalancedBagging,968,0,0,0.3650866506777954
BalancedBagging,969,0,0,0.37717804370613806
BalancedBagging,970,0,0,0.489404096011658
BalancedBagging,971,0,0,0.3171678370917457
BalancedBagging,972,1,0,0.4647009393212742
BalancedBagging,973,0,1,0.6546105173971521
BalancedBagging,974,0,0,0.3259677515757421
BalancedBagging,975,0,0,0.4727097268653506
BalancedBagging,976,0,0,0.40418115631399987
BalancedBagging,977,0,0,0.47920267717019127
BalancedBagging,978,0,0,0.30347566915059276
BalancedBagging,979,0,1,0.5629232843411426
BalancedBagging,980,0,0,0.3858680925316223
BalancedBagging,981,0,0,0.4106841370857598
BalancedBagging,982,0,0,0.45626424541052196
BalancedBagging,983,1,1,0.6145967770515294
BalancedBagging,984,0,0,0.2907563879385189
BalancedBagging,985,0,1,0.5490234928074245
BalancedBagging,986,0,0,0.4485301686715861
BalancedBagging,987,0,0,0.38891946146509304
BalancedBagging,988,0,0,0.33904932745745825
BalancedBagging,989,0,1,0.5122986970634061
BalancedBagging,990,0,1,0.6762643032866085
BalancedBagging,991,0,0,0.32856436209484857
BalancedBagging,992,0,0,0.34498590356161307
BalancedBagging,993,0,0,0.3627687013330448
BalancedBagging,994,0,0,0.4418247266004089
BalancedBagging,995,0,0,0.4933470527025433
BalancedBagging,996,0,1,0.5141221541049564
BalancedBagging,997,0,0,0.3689982507878217
BalancedBagging,998,0,0,0.2772419843983042
BalancedBagging,999,1,0,0.4223006204010302
BalancedBagging,1000,0,1,0.5339834542259286
BalancedBagging,1001,0,1,0.6110867983255754
BalancedBagging,1002,0,0,0.36042047571039787
BalancedBagging,1003,0,0,0.476400459083097
BalancedBagging,1004,0,0,0.2683430398374514
BalancedBagging,1005,0,0,0.4007281122630156
BalancedBagging,1006,0,0,0.4871523437165124
BalancedBagging,1007,0,1,0.5889680083481895
BalancedBagging,1008,0,1,0.6425906186220929
BalancedBagging,1009,0,0,0.3643875326070457
BalancedBagging,1010,0,0,0.3500293074365836
BalancedBagging,1011,0,0,0.2555053590212337
BalancedBagging,1012,0,0,0.4218513031448063
BalancedBagging,1013,0,0,0.40746041757245327
BalancedBagging,1014,0,0,0.40363295821233797
BalancedBagging,1015,0,0,0.28355220961245753
BalancedBagging,1016,0,0,0.361284572681988
BalancedBagging,1017,1,0,0.3085620598868635
BalancedBagging,1018,0,0,0.22552739848270778
BalancedBagging,1019,0,1,0.516217522615888
BalancedBagging,1020,0,0,0.47982909454417844
BalancedBagging,1021,0,0,0.3501277458522481
BalancedBagging,1022,0,0,0.48289222231010503
BalancedBagging,1023,0,0,0.3133847901895621
BalancedBagging,1024,0,0,0.40071803868989136
BalancedBagging,1025,0,0,0.4572542907342891
BalancedBagging,1026,0,0,0.4364029695214534
BalancedBagging,1027,0,0,0.44451342531644
BalancedBagging,1028,0,1,0.7103752994435298
BalancedBagging,1029,0,0,0.3980052151276788
BalancedBagging,1030,0,1,0.5619251384239612
BalancedBagging,1031,0,0,0.3874096872855379
BalancedBagging,1032,1,0,0.3579465454053079
BalancedBagging,1033,0,0,0.47924147250557037
BalancedBagging,1034,0,0,0.38268755114796277
BalancedBagging,1035,0,0,0.2863894523470371
BalancedBagging,1036,0,0,0.24732342824118106
BalancedBagging,1037,1,0,0.49231715498520834
BalancedBagging,1038,0,0,0.23206652258810084
BalancedBagging,1039,0,0,0.4252237903683056
BalancedBagging,1040,0,0,0.4836596404959975
BalancedBagging,1041,0,1,0.6407373714363348
BalancedBagging,1042,0,0,0.4122391119481694
BalancedBagging,1043,0,0,0.2914537361881079
BalancedBagging,1044,0,0,0.45757125605278115
BalancedBagging,1045,0,0,0.38999077629280743
BalancedBagging,1046,0,1,0.559073897484882
BalancedBagging,1047,0,0,0.24654503438940512
BalancedBagging,1048,0,0,0.4867897032320881
BalancedBagging,1049,0,0,0.413637527828217
BalancedBagging,1050,0,0,0.31016951833529177
BalancedBagging,1051,0,0,0.3460368611766373
BalancedBagging,1052,0,0,0.37905425531556636
BalancedBagging,1053,0,1,0.5613120417834306
BalancedBagging,1054,0,0,0.37859260726024574
BalancedBagging,1055,0,1,0.5258997094170202
BalancedBagging,1056,0,0,0.24557076754781476
BalancedBagging,1057,0,1,0.5152030176682885
BalancedBagging,1058,0,1,0.5409980274908355
BalancedBagging,1059,0,0,0.43168156403113467
BalancedBagging,1060,0,0,0.48678203971745587
BalancedBagging,1061,0,0,0.3960006171908585
BalancedBagging,1062,0,1,0.5219592025546216
BalancedBagging,1063,0,0,0.30667402198338944
BalancedBagging,1064,0,0,0.418271014628594
BalancedBagging,1065,0,0,0.3260505896210873
BalancedBagging,1066,0,1,0.523430603867147
BalancedBagging,1067,1,0,0.4776108353747843
BalancedBagging,1068,0,1,0.5546075900450488
BalancedBagging,1069,0,0,0.4299028598571233
BalancedBagging,1070,0,0,0.4627085697854493
BalancedBagging,1071,0,0,0.2900888801087646
BalancedBagging,1072,0,0,0.33139122092849277
BalancedBagging,1073,0,0,0.4036410522402498
BalancedBagging,1074,0,0,0.42468204396628445
BalancedBagging,1075,0,0,0.35062963934654995
BalancedBagging,1076,0,0,0.3948849033448056
BalancedBagging,1077,0,1,0.6129738020606671
BalancedBagging,1078,0,1,0.5098068400364889
BalancedBagging,1079,0,1,0.5017600527572906
BalancedBagging,1080,0,1,0.5163000163668741
BalancedBagging,1081,0,0,0.3776293915224042
BalancedBagging,1082,0,0,0.4999029580287278
BalancedBagging,1083,0,0,0.4322477017003235
BalancedBagging,1084,0,0,0.3656520876175143
BalancedBagging,1085,1,0,0.3038520021054979
BalancedBagging,1086,0,0,0.3054695125508078
BalancedBagging,1087,0,0,0.4903081106912727
BalancedBagging,1088,0,1,0.5745483823133847
BalancedBagging,1089,0,0,0.39927770030334
BalancedBagging,1090,0,0,0.21714812949101206
BalancedBagging,1091,0,0,0.461450829670963
BalancedBagging,1092,0,0,0.33039759633926447
BalancedBagging,1093,0,0,0.4221480290380108
BalancedBagging,1094,1,0,0.48560873800590687
BalancedBagging,1095,0,0,0.39351013416555164
BalancedBagging,1096,0,0,0.23506233875214022
BalancedBagging,1097,0,0,0.35173482839981296
BalancedBagging,1098,0,0,0.3818642389636079
BalancedBagging,1099,0,0,0.3060513269225099
BalancedBagging,1100,0,0,0.3729240170559512
BalancedBagging,1101,0,0,0.3961760957013159
BalancedBagging,1102,0,1,0.579129148225379
BalancedBagging,1103,0,0,0.3049992809152937
BalancedBagging,1104,0,1,0.5016468576557717
BalancedBagging,1105,0,1,0.5758015225343399
BalancedBagging,1106,0,0,0.2835444013292887
BalancedBagging,1107,0,0,0.36601674363055425
BalancedBagging,1108,0,0,0.3736732684603495
BalancedBagging,1109,0,0,0.3808991713342113
BalancedBagging,1110,0,0,0.3891009465147976
BalancedBagging,1111,0,0,0.4272634850094769
BalancedBagging,1112,0,0,0.3569429421812555
BalancedBagging,1113,0,0,0.42973081288652437
BalancedBagging,1114,0,1,0.608863979719861
BalancedBagging,1115,0,0,0.40764222379690834
BalancedBagging,1116,0,0,0.43468501917482155
BalancedBagging,1117,0,0,0.2658219754630934
BalancedBagging,1118,0,1,0.6819675191978564
BalancedBagging,1119,0,0,0.4586488173779357
BalancedBagging,1120,0,0,0.3037427318339839
BalancedBagging,1121,0,0,0.4245104776623165
BalancedBagging,1122,0,0,0.4259672885621198
BalancedBagging,1123,0,0,0.34680020620682256
BalancedBagging,1124,0,1,0.5361182869150043
BalancedBagging,1125,0,1,0.5856594110136958
BalancedBagging,1126,0,0,0.37433822333207944
BalancedBagging,1127,0,0,0.4705791248670072
BalancedBagging,1128,0,0,0.3860119682111121
BalancedBagging,1129,0,0,0.37438498262196135
BalancedBagging,1130,0,1,0.6633234414769856
BalancedBagging,1131,0,0,0.3338560774020797
BalancedBagging,1132,0,0,0.47341282780872057
BalancedBagging,1133,0,0,0.2580919901065855
BalancedBagging,1134,0,0,0.3668105028593656
BalancedBagging,1135,0,0,0.45966197296002176
BalancedBagging,1136,0,0,0.35565377473339166
BalancedBagging,1137,0,1,0.5083596301818534
BalancedBagging,1138,0,0,0.35563952435930135
BalancedBagging,1139,0,1,0.5779777414001782
BalancedBagging,1140,0,1,0.5129482595520449
BalancedBagging,1141,0,1,0.509689136482825
BalancedBagging,1142,0,0,0.35858294042861233
BalancedBagging,1143,1,0,0.4627996672750415
BalancedBagging,1144,0,0,0.26186710698258675
BalancedBagging,1145,0,1,0.5278182303492829
BalancedBagging,1146,0,0,0.31956715804427105
BalancedBagging,1147,0,0,0.35144937903676604
BalancedBagging,1148,1,0,0.4047477799337196
BalancedBagging,1149,0,0,0.2385771576794246
BalancedBagging,1150,0,0,0.4196178569846466
BalancedBagging,1151,0,1,0.6134140244670783
BalancedBagging,1152,0,0,0.32826502120096884
BalancedBagging,1153,0,0,0.4625888744949778
BalancedBagging,1154,0,0,0.44488824645830477
BalancedBagging,1155,0,0,0.3833510106455269
BalancedBagging,1156,0,0,0.3540043131978676
BalancedBagging,1157,0,1,0.6023461819868812
BalancedBagging,1158,0,0,0.25437537614158706
BalancedBagging,1159,0,0,0.4472889093115208
BalancedBagging,1160,0,0,0.4558563857765618
BalancedBagging,1161,0,0,0.47858977442788553
BalancedBagging,1162,0,1,0.5259495820697102
BalancedBagging,1163,0,0,0.4779856736661393
BalancedBagging,1164,0,1,0.5327307881448615
BalancedBagging,1165,0,0,0.44861955436777223
BalancedBagging,1166,0,0,0.37094254426792866
BalancedBagging,1167,0,0,0.4810044317438534
BalancedBagging,1168,0,0,0.2331879196153922
BalancedBagging,1169,0,0,0.4498834577491011
BalancedBagging,1170,0,0,0.4964346802866784
BalancedBagging,1171,0,0,0.37290322600718623
BalancedBagging,1172,0,0,0.38349359900351004
BalancedBagging,1173,0,0,0.3649258882482136
BalancedBagging,1174,0,0,0.4149244371095749
BalancedBagging,1175,0,0,0.4507235746945408
BalancedBagging,1176,0,1,0.5444201836924273
BalancedBagging,1177,0,0,0.4527660754812217
BalancedBagging,1178,1,1,0.6090497722556291
BalancedBagging,1179,0,1,0.5077051136992679
BalancedBagging,1180,0,1,0.506014061888903
