证券代码,时间,舞弊标签,流动比率,速动比率,资产负债率,权益乘数,总资产净利润率(ROA)A,净资产收益率（ROE）A,营业净利率,营业毛利率,总资产周转率A,应收账款周转率A,存货周转率A,异常经营活动现金流量,现金比率,营业收入增长率A,净利润增长率A,总资产增长率A,无形资产比率,固定资产比率,管理费用率,财务费用率
2020,2021,0,2.33159,1.862931,0.245927,1.326131,0.095817,0.127067,0.184265,0.558514,0.519997,7.547986,2.268802,0.0139,1.092208,0.073675,0.155936,0.132207,0.021469,0.168847,0.053067,-0.011652
2025,2021,0,2.753146,2.407604,0.345363,1.527563,0.061326,0.093679,0.112098,0.32619,0.547074,2.913313,3.413602,0.0811,0.844975,0.025782,-0.267387,0.427025,0.010117,0.107771,0.077884,-0.001819
2028,2021,0,1.896168,1.375803,0.382067,1.618298,0.091439,0.147975,0.146322,0.304781,0.624916,3.269803,2.318957,-0.0138,0.340292,0.127289,-0.007295,0.256356,0.020798,0.053368,0.029102,0.002363
2035,2021,0,1.479941,1.188372,0.489166,1.957583,0.032919,0.064441,0.038484,0.407729,0.855384,4.736551,3.60589,0.0238,0.210946,0.242975,-2.723129,0.11793,0.030531,0.175541,0.040556,0.00132
2036,2021,0,1.032966,0.797118,0.685562,3.180282,0.006684,0.021257,0.008211,0.096244,0.81406,4.164961,5.924433,-0.0187,0.113579,0.487774,-1.980864,0.049771,0.049477,0.246982,0.024472,0.020148
2042,2021,0,1.108991,0.542492,0.626164,2.674973,0.030463,0.081487,0.036716,0.096383,0.829689,18.123588,2.3013,-0.0514,0.207294,-0.04014,-0.00683,0.14356,0.046628,0.248041,0.022873,0.019053
2046,2021,0,2.151063,1.715384,0.387906,1.633737,0.026688,0.043601,0.039501,0.209387,0.67562,5.392323,4.963944,-0.018,0.450103,-0.050843,-1.913965,0.039849,0.081427,0.230876,0.068708,0.008574
2048,2021,0,1.505083,1.226245,0.440125,1.786114,0.069784,0.124642,0.086479,0.187584,0.806945,4.359803,6.422944,0.0807,0.452446,0.066333,0.096467,0.140847,0.021594,0.156762,0.042515,0.003134
2050,2021,0,1.984335,1.548714,0.523598,2.099069,0.072177,0.151505,0.106413,0.256757,0.678274,4.556165,3.27318,0.0303,0.322119,0.063061,-0.173798,0.386756,0.029483,0.1792,0.054667,0.00525
2051,2021,0,1.751706,1.299931,0.508891,2.03621,0.011827,0.024083,0.03018,0.155815,0.391891,1.965348,1.566267,-0.0208,0.668061,0.024005,-0.311094,0.016765,0.014024,0.056952,0.053354,0.010083
2054,2021,0,2.553902,2.198393,0.472037,1.894073,0.040749,0.077181,0.115798,0.330647,0.351893,3.841606,4.27404,-0.0502,0.820731,0.128122,-0.605721,0.428283,0.03816,0.055265,0.094191,0.011699
2056,2021,0,1.400428,1.107739,0.486352,1.94686,0.084971,0.165427,0.088813,0.181718,0.956747,6.43353,5.913076,0.0427,0.101065,0.085438,-0.314747,0.286838,0.025838,0.301877,0.034582,-0.000812
2065,2021,0,1.846357,1.102433,0.472861,1.897034,0.017957,0.034066,0.034764,0.232026,0.516552,1.790596,1.148017,-0.0091,0.264699,0.816697,-2.261647,0.115854,0.009362,0.014529,0.071194,0.010532
2066,2021,0,1.014653,0.591218,0.695983,3.289294,0.033253,0.10938,0.028423,0.173196,1.169925,5.956589,3.460114,0.0297,0.062106,0.068893,0.030308,0.037449,0.067806,0.24203,0.051634,0.013934
2067,2021,0,2.927329,2.399179,0.292799,1.414025,0.058945,0.08335,0.075192,0.149123,0.783929,10.964913,8.299216,-0.0575,1.107846,0.034717,-0.127061,0.088943,0.070363,0.268862,0.025136,0.001358
2073,2021,0,1.593339,0.903904,0.565562,2.301824,0.011637,0.026787,0.023185,0.154674,0.501946,4.541239,1.315746,-0.0389,0.258593,0.455168,0.416901,0.329725,0.030691,0.125239,0.056906,0.004215
2079,2021,0,3.477436,2.878898,0.205219,1.258208,0.07267,0.091434,0.089112,0.18961,0.815495,4.427398,5.784759,-0.0084,1.135298,-0.290216,-0.542485,0.276835,0.005863,0.165737,0.023387,0.000688
2080,2021,0,1.058639,0.892964,0.585094,2.410186,0.092359,0.222602,0.171228,0.299964,0.53939,5.130048,6.313573,0.0661,0.186952,0.070191,-0.104789,0.087251,0.034018,0.475263,0.049064,0.023993
2083,2021,0,1.19783,0.721336,0.509348,2.038103,0.034605,0.070529,0.051911,0.166248,0.666621,9.72258,2.973544,-0.0179,0.175158,0.081449,-0.701344,-0.130296,0.092519,0.336175,0.035137,0.024787
2088,2021,0,2.543775,2.144168,0.310623,1.450585,0.139774,0.202755,0.16884,0.347099,0.82785,5.063135,4.841923,0.1008,0.646139,0.048622,-0.111801,0.156572,0.033546,0.212113,0.044666,0.001411
2091,2021,0,1.820911,1.578096,0.61419,2.591948,0.052161,0.135199,0.045844,0.122716,1.137798,5.679912,8.859947,-0.064,0.641512,0.150179,0.290038,0.335109,0.031831,0.062096,0.023322,0.004797
2096,2021,0,1.231468,0.727027,0.514891,2.061392,0.01333,0.027479,0.026885,0.319321,0.495829,5.322642,1.609508,-0.0184,0.289269,0.220315,0.119184,-0.037519,0.090581,0.281271,0.177941,0.022513
2098,2021,0,1.114796,0.720003,0.51305,2.053598,0.058279,0.119681,0.054481,0.331398,1.069703,5.634688,3.681414,0.048,0.166048,0.116743,-1.09166,-0.043438,0.037791,0.267396,0.073616,0.016975
2101,2021,0,1.476507,1.046298,0.333075,1.499419,0.045464,0.068169,0.057759,0.200668,0.787128,4.165685,5.2495,0.0466,0.195597,0.197739,0.84251,-0.056988,0.041973,0.324237,0.041085,0.005822
2106,2021,0,3.248738,2.730212,0.283384,1.395448,0.075399,0.105215,0.064109,0.145452,1.176099,3.903085,7.893921,0.0571,1.445418,0.082454,-0.227537,0.053867,0.013729,0.138577,0.031117,0.0008
2108,2021,0,1.60358,1.261546,0.307025,1.443054,0.065447,0.094443,0.124883,0.208587,0.524064,3.468729,4.75827,0.0476,0.355388,0.048034,-0.876067,0.114843,0.046103,0.250682,0.027013,0.011138
2112,2021,1,1.177148,0.863249,0.668861,3.019883,0.014739,0.044509,0.01796,0.163811,0.820627,2.228337,3.450008,-0.0381,0.029933,0.328913,-0.408589,0.13051,0.029475,0.1324,0.032321,0.023112
2117,2021,0,2.150744,1.890913,0.284544,1.39771,0.085302,0.119227,0.157106,0.383354,0.542958,6.987387,4.811921,0.0369,1.230565,0.161389,-0.256805,-0.033017,0.040621,0.335851,0.078256,0.000353
2119,2021,0,1.462553,0.995421,0.464632,1.867872,0.08491,0.158601,0.082582,0.188507,1.028186,5.037771,4.289136,-0.0009,0.176347,-0.116283,0.067187,0.166976,0.031965,0.295769,0.03631,0.014702
2125,2021,0,0.853823,0.554867,0.542776,2.18711,0.056778,0.12418,0.136003,0.196919,0.417478,4.311724,2.626107,-0.0549,0.102585,0.61396,1.698782,0.223256,0.048818,0.39196,0.048404,0.038434
2126,2021,0,1.198309,0.952541,0.593458,2.459768,0.02206,0.054262,0.033835,0.203731,0.651972,3.286982,4.201545,-0.014,0.115893,0.116595,-0.722016,0.216373,0.039318,0.20029,0.057968,0.010665
2129,2021,0,1.196402,1.043336,0.465631,1.871365,0.056876,0.106435,0.107898,0.216868,0.527123,13.322954,10.286952,-0.0093,0.504371,0.049892,-0.167765,0.327994,0.036412,0.379786,0.024127,0.020428
2130,2021,0,1.376306,1.162081,0.466882,1.875758,0.075329,0.141298,0.108121,0.324879,0.696709,3.105869,6.1211,0.0327,0.23617,0.073787,-0.218097,0.126161,0.025778,0.28572,0.054222,0.020481
2134,2021,0,1.379599,1.114392,0.459283,1.849398,0.034364,0.063553,0.038675,0.154112,0.888521,3.650191,6.340949,0.1187,0.3503,-0.083445,-0.082786,0.324079,0.01298,0.232538,0.062962,0.005378
2135,2021,1,1.280272,1.111766,0.621221,2.640064,0.028891,0.076275,0.0439,0.132645,0.658115,2.930314,5.732385,-0.0843,0.189932,-0.021027,-1.174148,0.25645,0.070415,0.109807,0.024184,0.007867
2138,2021,0,1.665377,1.196779,0.399482,1.665228,0.087249,0.14529,0.185678,0.350541,0.469895,3.218983,2.836594,0.0881,0.215996,-0.055347,-0.063386,0.295072,0.045498,0.38456,0.04522,0.012396
2139,2021,0,1.717847,1.162605,0.46738,1.877512,0.059552,0.111809,0.073659,0.212759,0.808477,3.549571,2.799178,-0.1018,0.441292,0.08773,-1.024955,0.418072,0.045346,0.135268,0.033262,0.008212
2141,2021,0,1.447045,1.040575,0.390968,1.641951,0.028276,0.046428,0.026838,0.142969,1.053586,6.673571,6.471333,-0.0555,0.049988,-0.104041,-0.076154,0.195092,0.049127,0.181644,0.063807,0.000892
2145,2021,0,1.786613,1.602638,0.377992,1.607696,0.108741,0.174823,0.226392,0.360802,0.480322,6.667597,4.773007,0.0901,0.867759,0.01022,-0.377021,0.368671,0.036386,0.236771,0.050917,0.000647
2149,2021,0,1.59431,0.929392,0.476944,1.911841,0.030457,0.05823,0.073324,0.23047,0.415381,3.100406,1.207085,-0.0443,0.224422,0.053135,0.240452,0.031384,0.044201,0.218521,0.067131,0.020833
2150,2021,0,3.795631,2.937191,0.198028,1.246926,0.086148,0.10742,0.092306,0.216373,0.933283,5.862562,4.359224,-0.0577,1.744923,0.262838,0.068841,0.121605,0.01952,0.199555,0.066656,0.006923
2151,2021,0,1.89257,1.440002,0.34847,1.534849,0.027027,0.041482,0.050419,0.292281,0.536048,4.730341,2.809472,0.0038,0.807882,0.257904,0.509175,0.011465,0.081737,0.091096,0.125789,0.005677
2152,2021,0,2.401309,2.054603,0.295325,1.419093,0.057453,0.081531,0.144299,0.391451,0.39815,4.236316,2.417968,0.0603,1.294856,0.626251,-0.012279,0.084259,0.010433,0.089203,0.061213,-0.012094
2154,2021,0,2.186244,1.538084,0.30264,1.433979,0.078368,0.112379,0.107702,0.639213,0.727641,7.749025,1.397353,0.0392,1.065619,0.481847,-0.070243,0.259097,0.035009,0.072949,0.073869,-0.000627
2156,2021,0,0.891514,0.685642,0.593286,2.458728,0.035662,0.087683,0.061122,0.171638,0.583454,7.025584,6.202244,0.071,0.361819,0.120158,-0.179129,0.276501,0.011747,0.485809,0.030153,0.016346
2158,2021,0,1.824913,1.4223,0.439457,1.783984,0.103967,0.185476,0.163639,0.348335,0.635347,7.070173,2.670561,0.1078,0.571523,-0.086944,-0.254926,0.183767,0.02534,0.184865,0.046791,0.010235
2160,2021,1,1.244454,0.763786,0.556256,2.253551,0.014493,0.032661,0.01651,0.118766,0.877861,4.198749,3.288303,-0.0774,0.056637,0.073106,-0.251557,0.09113,0.022029,0.232227,0.024023,0.018769
2162,2021,0,1.097372,0.768729,0.5239,2.100397,0.017609,0.036986,0.037887,0.269488,0.464774,4.19398,2.877824,0.0283,0.256308,0.064185,-0.808672,0.084438,0.024119,0.166134,0.050748,0.026
2165,2021,0,1.114594,0.925331,0.607336,2.546708,0.005054,0.01287,0.008022,0.130836,0.629972,7.824568,5.85751,-0.0161,0.272518,-0.044279,-2.416696,0.25593,0.04063,0.347981,0.056885,0.028731
2166,2021,0,1.481313,0.913677,0.416756,1.714548,0.040253,0.069016,0.124554,0.298044,0.323177,4.111928,1.086109,-0.0554,0.052487,0.314555,0.147136,0.030495,0.03493,0.18815,0.083814,0.02414
2176,2021,0,0.953688,0.750121,0.634033,2.732483,0.070901,0.193735,0.129086,0.302061,0.549252,5.600108,3.17456,0.0211,0.129531,0.432963,0.966152,0.126864,0.063019,0.284919,0.051336,0.018787
2178,2021,1,1.270733,1.204044,0.584191,2.404949,0.00505,0.012146,0.010941,0.194331,0.461575,2.316048,9.660127,-0.0608,0.375559,0.1725,-0.508274,0.026024,0.025857,0.048551,0.100533,0.007339
2179,2021,0,2.263281,1.790526,0.410963,1.697686,0.078769,0.133724,0.165212,0.370033,0.476774,2.972229,1.713749,0.0551,0.824648,-0.069517,-0.261569,0.404243,0.02058,0.10093,0.064664,0.004083
2182,2021,0,1.37184,1.005322,0.462167,1.859313,0.069824,0.129824,0.063747,0.140311,1.095323,4.654337,6.323296,-0.0617,0.070329,0.199847,0.89701,0.279719,0.029567,0.218394,0.012678,0.012215
2184,2021,0,1.746228,1.47249,0.447949,1.811428,0.066008,0.119569,0.068262,0.198478,0.966991,3.404104,6.480663,0.0314,0.297601,0.268398,0.672864,0.097414,0.010439,0.087053,0.038873,0.002239
2189,2021,0,1.557592,1.204846,0.541135,2.179292,0.043088,0.093901,0.038411,0.136303,1.121761,5.347422,5.88688,0.0634,0.567476,0.140795,0.523279,0.05892,0.02044,0.131361,0.035912,0.004425
2191,2021,0,2.117708,1.623047,0.215659,1.274955,0.10218,0.130275,0.208271,0.322066,0.490612,7.282444,3.247224,0.0258,0.606465,0.178951,-0.331417,0.146702,0.028806,0.176097,0.069292,-0.00148
2199,2021,0,2.280825,1.688767,0.348854,1.535755,0.046025,0.070683,0.10132,0.218096,0.454248,4.541452,2.436395,0.0805,0.902841,-0.255019,-1.108204,0.275886,0.004542,0.31014,0.068692,-0.006173
2201,2021,0,0.96368,0.694032,0.592361,2.453151,0.016589,0.040695,0.027591,0.229994,0.601246,4.249759,3.664752,0.005,0.17098,0.262755,0.341772,-0.003669,0.029611,0.415215,0.06244,0.031543
2202,2021,0,0.960908,0.864337,0.694843,3.277002,0.029252,0.095858,0.069041,0.225546,0.423682,2.144158,8.129559,0.0121,0.163177,0.087805,-0.626194,0.093661,0.045938,0.211466,0.03396,0.021384
2204,2021,0,1.261649,0.852643,0.672065,3.049385,0.004981,0.015189,0.010797,0.215104,0.46136,3.026169,1.37688,0.0426,0.177155,0.310982,-0.467051,0.144949,0.023339,0.121505,0.074743,-0.000214
2206,2021,0,1.069484,0.691917,0.530402,2.129482,0.083604,0.178034,0.114362,0.213946,0.731054,6.837697,3.574232,-0.0785,0.171585,0.066097,-0.157695,0.180149,0.037202,0.398109,0.031869,0.006027
2213,2021,1,1.695941,1.2054,0.471482,1.892082,0.025637,0.048508,0.021613,0.100628,1.186194,5.620682,5.597865,-0.0714,0.411105,0.219274,0.062098,0.421048,0.016555,0.041649,0.052211,0.004142
2215,2021,0,1.161344,0.820686,0.536758,2.158697,0.038044,0.082125,0.06605,0.269163,0.575982,7.816864,2.567265,0.0078,0.318803,0.717633,-2.50137,0.308512,0.032134,0.073994,0.055346,0.014899
2216,2021,0,1.313177,0.887025,0.50885,2.036039,0.097211,0.197926,0.092165,0.271698,1.054753,17.057885,3.981027,0.1007,0.312997,0.293332,1.379012,0.097854,0.035639,0.268404,0.02834,-0.001348
2217,2021,1,1.227791,0.787526,0.641603,2.7902,0.003764,0.010502,0.006796,0.100185,0.553834,3.32862,2.181326,0.0115,0.117468,0.088314,-0.637836,-0.034993,0.024268,0.146922,0.041844,0.047222
2221,2021,0,1.162294,0.985941,0.650986,2.865218,0.033607,0.09629,0.045817,0.100564,0.733491,10.754752,8.242558,-0.001,0.475625,-0.315376,0.201608,0.278181,0.043004,0.303479,0.010666,0.019143
2223,2021,0,3.750969,3.059432,0.297405,1.423295,0.123691,0.176048,0.215254,0.482863,0.574628,13.360705,2.817216,0.0826,1.305205,-0.077708,-0.657489,0.192008,0.052834,0.162578,0.056365,-0.001253
2230,2021,0,1.629814,1.42105,0.447754,1.810786,0.051307,0.092905,0.087952,0.411348,0.583347,2.446411,4.429142,-0.0058,0.475527,0.636652,1.747521,0.264049,0.076189,0.080355,0.060161,-0.00057
2236,2021,0,1.924215,1.533108,0.451371,1.822724,0.077437,0.141146,0.103898,0.389121,0.745314,2.240643,2.945432,-0.0082,0.437485,0.422335,0.360206,0.203876,0.013259,0.049651,0.029085,0.007605
2241,2021,0,1.179814,0.774408,0.542701,2.186753,0.070516,0.154202,0.055062,0.141314,1.280659,6.573662,5.559175,0.0969,0.30661,0.130254,-0.423392,0.243521,0.045233,0.29672,0.02495,0.002136
2242,2021,0,1.560849,1.310085,0.501933,2.007761,0.082348,0.165335,0.066535,0.277864,1.237671,17.86291,7.263976,-0.0244,0.401066,0.533162,-0.665276,-0.067702,0.014453,0.0677,0.033279,-0.001656
2245,2021,0,1.010162,0.675755,0.553701,2.240649,0.072997,0.16356,0.106236,0.204199,0.687117,4.173273,3.467238,0.0017,0.078957,0.161386,-0.039166,0.357056,0.021802,0.245288,0.021846,0.012862
2246,2021,0,2.134666,1.792949,0.359187,1.560518,0.021181,0.033053,0.036518,0.20506,0.580011,9.050015,4.237384,-0.0064,0.933793,0.003497,0.370364,0.079342,0.069606,0.175511,0.087704,-0.004049
2247,2021,0,1.781743,1.419795,0.339301,1.513549,0.077459,0.117238,0.069293,0.19902,1.117839,13.966771,7.566821,0.0699,0.38063,-0.042603,-0.195706,0.022901,0.076987,0.300199,0.069599,0.000708
2249,2021,1,1.782322,1.290546,0.459003,1.84844,0.017752,0.032813,0.026854,0.195691,0.661039,4.043712,2.790097,-0.0008,0.435594,0.006721,-1.789011,0.093082,0.03957,0.128679,0.068401,0.002351
2250,2021,0,1.024982,0.576727,0.499348,1.997394,0.025549,0.051032,0.049036,0.269094,0.521033,4.945435,2.137042,-0.0168,0.093658,0.069783,-0.560817,0.214574,0.040524,0.33165,0.117132,0.015314
2270,2021,0,3.064028,2.605321,0.304426,1.437663,0.102759,0.147732,0.274744,0.484272,0.374016,3.133978,2.044029,0.0299,0.77757,0.079001,-0.611607,-0.03351,0.055478,0.199108,0.080389,0.043539
2273,2021,0,3.86354,3.426431,0.146195,1.171227,0.046895,0.054925,0.121075,0.238052,0.387324,4.683681,5.277293,0.0491,1.371691,-0.158638,-0.504038,0.309141,0.027372,0.310937,0.061624,-0.006751
2276,2021,0,1.570191,1.395828,0.601203,2.507542,0.023966,0.060095,0.021438,0.129272,1.117908,3.697101,11.164115,0.0329,0.27409,-0.062759,-0.352392,0.369087,0.02282,0.119291,0.025178,0.005885
2281,2021,0,2.331455,1.626717,0.416637,1.714197,0.059692,0.102324,0.087223,0.241976,0.684359,4.055474,2.234132,0.0389,0.910659,0.103053,-0.161888,0.107927,0.028066,0.126792,0.020728,-0.006714
2282,2021,0,3.903241,2.614522,0.122595,1.139724,0.059212,0.067486,0.145069,0.271315,0.408166,4.653241,2.315979,-0.0039,0.977013,-0.036356,0.481031,0.109715,0.032898,0.1651,0.059145,-0.000963
2283,2021,0,1.569839,1.082825,0.374174,1.597888,0.060862,0.09725,0.11444,0.241256,0.531822,4.663592,2.339762,0.0903,0.036495,-0.305624,-0.263107,0.091458,0.039666,0.33365,0.03578,0.004624
2286,2021,0,1.174173,0.91959,0.401375,1.670496,0.06655,0.111171,0.072905,0.133885,0.912836,9.725785,8.400027,-0.0329,0.363347,-0.155821,-0.569325,0.157994,0.042676,0.403653,0.03192,0.006206
2288,2021,1,1.177474,0.649796,0.547727,2.211056,0.019412,0.04292,0.028778,0.18124,0.674529,5.201186,2.306638,-0.0469,0.008717,-0.043049,-2.093978,-0.039218,0.03586,0.252831,0.028228,0.034059
2293,2021,0,2.238405,1.467257,0.347566,1.532722,0.114683,0.175777,0.124753,0.449953,0.919284,12.118858,2.41219,0.0342,0.664633,0.196236,0.075197,0.073821,0.040071,0.156778,0.068923,-0.006804
2296,2021,0,2.470595,1.8062,0.278108,1.385249,0.051338,0.071116,0.159062,0.476548,0.322755,1.591238,0.994287,0.0846,0.282994,0.899103,0.097368,0.053326,0.021185,0.171886,0.090315,-0.006793
2297,2021,0,3.926695,2.869654,0.205106,1.25803,0.008311,0.010455,0.045394,0.32716,0.183081,4.210581,0.80332,-0.0025,1.39905,-0.096593,2.051382,0.275357,0.096198,0.233312,0.115319,0.011398
2303,2021,0,1.541985,1.210572,0.334781,1.503265,0.01258,0.018911,0.025566,0.228873,0.49204,3.068543,3.873298,-0.0162,0.38689,0.159198,-0.265566,0.011638,0.059844,0.228538,0.073759,0.004698
2318,2021,0,1.819104,1.169172,0.327984,1.48806,0.102446,0.152446,0.134258,0.249268,0.763055,7.152324,3.009579,0.0614,0.516334,-0.033754,-0.232622,0.147986,0.046565,0.274181,0.02957,0.00082
2326,2021,1,0.752535,0.500601,0.615951,2.603833,0.034163,0.088954,0.074342,0.343415,0.459538,6.667658,2.440439,-0.0031,0.07686,-0.077674,-1.304508,0.255511,0.043038,0.264812,0.119589,0.032464
2327,2021,0,2.784856,1.829592,0.214916,1.27375,0.115833,0.147542,0.171695,0.521406,0.674641,16.171427,1.873457,0.0982,0.460326,0.747315,1.12676,0.051905,0.021975,0.232701,0.048106,0.002955
2328,2021,0,1.577403,1.05703,0.378917,1.610092,0.081989,0.13201,0.094666,0.086362,0.866088,8.387288,4.444477,-0.0005,0.374759,0.350467,0.063846,0.150851,0.027995,0.190521,0.034137,-0.002445
2332,2021,0,2.556377,1.917238,0.264504,1.359627,0.091902,0.124953,0.142462,0.58228,0.645101,7.670716,2.039153,0.0403,0.816631,-0.131201,-0.157121,-0.016821,0.026535,0.240388,0.0646,1.5e-05
2334,2021,1,1.681419,1.172512,0.463536,1.864059,0.045922,0.085601,0.053002,0.327025,0.86642,4.31175,2.834658,-0.0058,0.438399,0.107435,-0.889626,0.219389,0.036039,0.132566,0.0797,0.004568
2335,2021,0,1.262141,1.107983,0.611444,2.573635,0.046863,0.120607,0.092183,0.292072,0.508365,2.364194,7.334358,0.0527,0.15271,0.173208,0.524586,0.149121,0.049918,0.293017,0.041154,0.027504
2337,2021,0,3.302181,2.591382,0.244119,1.322959,0.025628,0.033905,0.056215,0.241069,0.455895,2.670806,2.016791,-0.086,0.687464,0.780716,-1.014054,0.001456,0.018182,0.130691,0.096554,0.006754
2340,2021,0,1.223626,0.772891,0.540163,2.174683,0.02793,0.060739,0.049762,0.17224,0.561275,4.679089,2.550181,-0.022,0.229797,0.310268,0.111812,0.157515,0.052599,0.297437,0.03434,0.034677
2342,2021,0,1.549287,1.106045,0.413567,1.705224,0.005664,0.009658,0.009716,0.174298,0.582934,2.529933,2.853406,0.0049,0.182714,-0.004068,1.074312,0.044175,0.056851,0.311439,0.042877,0.019943
2344,2021,0,1.252274,0.955015,0.315656,1.461254,0.027786,0.040602,0.230651,0.430489,0.120468,12.030162,1.16767,0.0289,0.501854,0.587,1.003702,0.077661,0.001574,0.029201,0.073071,-0.012428
2345,2021,0,2.167432,0.66984,0.368326,1.583096,0.063109,0.099908,0.07668,0.333891,0.823028,21.187224,1.132462,-0.0018,0.257845,0.029404,-0.247229,0.083489,0.010887,0.043441,0.020597,0.007509
2347,2021,0,1.817931,1.32824,0.471056,1.890559,0.010086,0.019068,0.024735,0.201947,0.407762,1.788708,1.477225,-0.0108,0.32992,0.255778,-0.987451,0.260109,0.020911,0.080611,0.053256,0.001835
2349,2021,0,2.644176,2.108527,0.196536,1.24461,0.043763,0.054468,0.103073,0.46557,0.424586,6.354518,2.245846,0.0462,1.058276,0.187238,0.870337,0.01333,0.038535,0.345131,0.101347,0.000404
2350,2021,0,1.529047,1.232382,0.394957,1.652774,0.034367,0.056801,0.050858,0.209623,0.675751,2.45391,4.625221,0.001,0.242931,0.620715,1.337107,0.0408,0.051041,0.202263,0.059439,0.003623
2353,2021,0,2.435761,1.762373,0.343738,1.523782,0.08253,0.125758,0.183644,0.348567,0.449402,2.047498,1.377277,0.0019,0.414427,0.746741,0.174684,0.038183,0.032803,0.09483,0.041981,0.002379
2361,2021,0,1.460038,1.240068,0.43746,1.77765,0.018074,0.032129,0.030846,0.150379,0.585939,2.233021,5.295909,-0.1045,0.28856,0.110845,-1.753393,0.24884,0.032672,0.194296,0.032024,0.021272
2362,2021,0,4.270275,2.972824,0.196044,1.243849,0.048582,0.060428,0.066026,0.493843,0.735801,11.025339,1.492903,-0.0617,0.881114,0.307189,-0.038821,0.044903,0.021075,0.089833,0.083537,0.004956
2363,2021,0,1.954128,1.27711,0.356776,1.554669,0.008367,0.013008,0.014817,0.093462,0.564673,4.519658,2.182328,0.0167,0.5281,0.206453,-0.817509,0.074403,0.017763,0.294488,0.028696,0.004497
2364,2021,1,2.541172,1.787173,0.28291,1.394525,0.025894,0.036109,0.046448,0.262569,0.557472,1.678454,2.003737,-0.0422,0.224793,0.779382,-0.636528,-0.054113,0.020637,0.09128,0.057926,0.003648
2365,2021,0,3.6333,3.136391,0.143901,1.168089,0.052077,0.060831,0.076047,0.229039,0.684803,6.809746,8.278896,-0.0404,0.318733,0.064896,-0.233127,0.056473,0.038468,0.41392,0.057124,0.004252
2367,2021,0,1.381935,0.987462,0.544735,2.196522,0.057424,0.126134,0.078447,0.254444,0.73201,5.220743,2.580437,-0.0092,0.247578,0.141038,-0.05838,0.123846,0.026539,0.153837,0.03478,0.001376
2373,2021,0,1.844657,1.447902,0.341786,1.519263,0.041137,0.062498,0.078742,0.283838,0.522429,2.486687,2.957955,-0.0292,0.593601,0.343253,1.720851,0.015245,0.04754,0.020229,0.032958,-0.000262
2376,2021,0,1.986699,1.399166,0.399873,1.666314,0.028076,0.046784,0.068279,0.295358,0.411195,2.805544,1.866446,-0.0653,0.483905,0.136565,-0.069521,0.086818,0.026402,0.23074,0.053594,0.021826
2378,2021,0,1.137339,0.592074,0.589285,2.434777,0.035746,0.087034,0.061373,0.151029,0.582443,15.127469,1.938723,-0.0084,0.200162,-0.197673,0.236836,0.171674,0.103108,0.249022,0.045507,0.029153
2380,2021,0,1.944347,1.435675,0.339884,1.514884,0.009623,0.014578,0.028165,0.318293,0.341663,1.958293,1.383465,-0.1491,0.146065,0.344893,-2.567869,0.099288,0.023457,0.295789,0.061838,-0.00738
2381,2021,0,2.058759,1.55661,0.315218,1.46032,0.053172,0.077648,0.077772,0.188595,0.68369,4.023896,3.688363,0.0002,0.578982,0.18072,-0.802186,0.057151,0.057511,0.187606,0.037086,0.003377
2384,2021,0,1.147691,0.80695,0.613444,2.586948,0.049034,0.126848,0.058531,0.146717,0.837733,4.14725,4.204861,0.0388,0.20805,0.279923,0.116436,0.011955,0.007836,0.282895,0.024586,0.013735
2388,2021,0,2.640918,2.391957,0.35782,1.557197,0.022102,0.034417,0.021877,0.103855,1.010272,4.026271,10.367799,-0.0919,1.237092,-0.304922,0.906168,-0.087935,0.002279,0.026649,0.032619,0.001379
2390,2021,0,2.024371,1.684684,0.290814,1.410067,0.038838,0.054764,0.057782,0.208981,0.672147,2.238096,5.471122,-0.0159,0.186472,0.076296,0.560263,-0.00347,0.022604,0.267472,0.062799,0.013468
2391,2021,0,1.690505,1.073768,0.343094,1.522288,0.036167,0.055056,0.065953,0.175086,0.548373,7.471188,2.733121,-0.0027,0.351056,0.540407,-0.838525,0.209791,0.02629,0.362746,0.037509,0.011747
2392,2021,0,2.34689,1.792377,0.322382,1.475757,0.058471,0.086289,0.081306,0.184835,0.71915,3.161349,3.373028,-0.0468,0.090538,-0.14605,-0.895312,0.101388,0.071964,0.131606,0.031049,0.001453
2396,2021,0,1.609325,0.844837,0.491837,1.967872,0.070569,0.138872,0.057935,0.34105,1.218082,7.706778,2.210446,-0.0193,0.375049,0.11605,-0.689224,0.276208,0.01532,0.07215,0.035406,0.002774
2402,2021,0,1.432834,0.931415,0.447413,1.809668,0.086929,0.157312,0.103727,0.209662,0.838053,4.558804,3.077233,-0.0296,0.258536,0.055825,-0.036574,0.152924,0.037863,0.167546,0.038003,0.003696
2407,2021,0,1.035395,0.707805,0.507086,2.028752,0.106911,0.216895,0.161849,0.320462,0.660559,7.544324,3.211689,0.0707,0.121917,0.037228,0.208982,0.223278,0.054523,0.362672,0.054458,0.015371
2409,2021,0,3.175451,2.405171,0.168634,1.20284,0.046748,0.056231,0.090174,0.257623,0.518425,5.45832,3.394806,-0.0515,1.241193,0.226332,-1.36558,0.231634,0.036892,0.170242,0.095169,-0.000832
2422,2021,0,1.044781,0.793965,0.552014,2.232212,0.027524,0.06144,0.050246,0.556638,0.547795,3.259409,2.277743,0.0351,0.208825,0.030908,-0.593656,-0.013865,0.033702,0.338041,0.066094,0.029266
